MET (s),Altitude (m),Apoapsis (m),Periapsis (m),Velocity (m/s),G-Force (g),Thrust (N),Mass (kg),Liquid Fuel,Oxidizer,Situation
149.27361814405594,76347.14457500179,150231.13241280848,-504388.3040667882,1296.2430625921593,0.00042512229993008077,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
150.27361814389587,77229.26943738118,150231.13241195364,-504388.3040701935,1291.0247296902753,0.0004209468315821141,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
151.2936181437326,78123.09086212958,150231.132413015,-504388.3040743964,1285.729691589665,0.00041673998930491507,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
152.29361814357253,78993.56965782004,150231.13241739408,-504388.30407827743,1280.5655257673209,0.000412663008319214,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
153.31361814340926,79875.53781786456,150231.13241807872,-504388.3040773857,1275.325595514043,0.00040855526458472013,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
154.33361814324599,80751.53999083897,150231.13242242706,-504388.3040773715,1270.1133888293123,0.00040448299841955304,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
155.3336181430859,81604.58633197716,150231.1324234386,-504388.3040793658,1265.0302327568181,0.00040053477277979255,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
156.35361814292264,82468.81116296607,150231.13242696365,-504388.3040773889,1259.8727397337855,0.00039656038279645145,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
157.35361814276257,83310.3269718414,150231.1183380559,-504388.30540304363,1254.8430980718688,0.0003983296628575772,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
158.56549314263975,84360.4413870622,150231.11834029877,-504388.30540218396,1248.5560172177823,0.0,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
162.85307126764383,87943.47145505878,150231.11834029877,-504388.30540218396,1227.0108831006323,0.0,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
174.03734861138219,96871.0041883929,150231.11834029877,-504388.30540218396,1172.6362734034917,0.0,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
215.05883298638219,123088.69948555203,150231.11834029877,-504388.30540218396,1005.3582556286334,0.0,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
